,time,motor_a_1,motor_a_2,motor_b_1,motor_b_2,motor_c_1,motor_c_2
0,1.6698259382459072e+18,0.0,0.3055330514907837,0.0,0.1368010938167572,0.0,0.469230055809021
1,1.6698259382476557e+18,0.0,0.24359849095344543,0.0,0.10814341902732849,0.0,0.4367997348308563
2,1.669825938255005e+18,0.0,0.1859009563922882,0.0,0.08085772395133972,0.0,0.4193064868450165
3,1.6698259382651666e+18,0.0,0.14664313197135925,0.0,0.05232122540473938,0.0,0.3895758092403412
4,1.6698259382744558e+18,0.6683006882667542,0.0,0.994400143623352,0.0,0.15953660011291504,0.0
5,1.669825938284534e+18,0.6348472833633423,0.0,0.9174879789352417,0.0,0.13704577088356018,0.0
6,1.669825938294856e+18,0.5301165580749512,0.0,0.7158830165863037,0.0,0.09197342395782471,0.0
7,1.6698259383047588e+18,0.44329988956451416,0.0,0.5260777473449707,0.0,0.04586401581764221,0.0
8,1.6698259383147113e+18,0.28120389580726624,0.0,0.0,0.29515817761421204,0.0,0.20671170949935913
9,1.6698259383233667e+18,0.24648423492908478,0.0,0.0,0.29382598400115967,0.0,0.27670228481292725
10,1.6698259383347405e+18,0.2372894287109375,0.0,0.0,0.20844264328479767,0.0,0.23125475645065308
11,1.669825938344478e+18,0.22632275521755219,0.0,0.0,0.1266673058271408,0.0,0.23103970289230347
12,1.6698259383557166e+18,0.0,0.15507230162620544,0.0,0.15797579288482666,0.0,0.8613988757133484
13,1.6698259383645007e+18,0.0,0.13205590844154358,0.0,0.09148027002811432,0.0,0.8119479417800903
14,1.669825938374523e+18,0.0,0.07870986312627792,0.0,0.023214101791381836,0.0,0.7146459817886353
15,1.6698259383860652e+18,0.0,0.03640194237232208,0.02134375274181366,0.0,0.0,0.603320837020874
16,1.6698259383945126e+18,0.0,0.0065794289112091064,0.057771965861320496,0.0,0.0,0.5170936584472656
17,1.6698259384050115e+18,0.2799990177154541,0.0,0.034562140703201294,0.0,0.0,0.5588060021400452
18,1.6698259384132652e+18,0.29621002078056335,0.0,0.08329355716705322,0.0,0.0,0.48098063468933105
19,1.6698259384235233e+18,0.2847548723220825,0.0,0.12328004837036133,0.0,0.0,0.4232766330242157
20,1.6698259384332726e+18,0.27018576860427856,0.0,0.15276461839675903,0.0,0.0,0.34870582818984985
21,1.6698259384434296e+18,0.25415778160095215,0.0,0.1790197789669037,0.0,0.0,0.3003678321838379
22,1.6698259384533363e+18,0.4219554662704468,0.0,0.06941896677017212,0.0,0.4956745505332947,0.0
23,1.6698259384632783e+18,0.39095720648765564,0.0,0.09716981649398804,0.0,0.48215922713279724,0.0
24,1.6698259384743741e+18,0.3321591019630432,0.0,0.08822661638259888,0.0,0.3903549611568451,0.0
25,1.6698259384844575e+18,0.28741809725761414,0.0,0.12262755632400513,0.0,0.3337835371494293,0.0
26,1.669825938494478e+18,0.0,0.43165677785873413,0.8897190093994141,0.0,0.0,0.5482549071311951
27,1.6698259385052076e+18,0.0,0.4011410176753998,0.8722893595695496,0.0,0.0,0.4657231867313385
28,1.6698259385139366e+18,0.0,0.3019839823246002,0.8227946758270264,0.0,0.0,0.30782461166381836
29,1.669825938523681e+18,0.0,0.2099199891090393,0.7336231470108032,0.0,0.0,0.20751407742500305
30,1.6698259385333486e+18,0.0,0.13671690225601196,0.6346100568771362,0.0,0.0,0.1433614194393158
