,time,x,y,theta
0,1.6698213000082947e+18,0.006312839686870575,-0.07966955658048391,-0.9760814640902178
1,1.669821300012717e+18,0.0067692287266254425,-0.0793363293632865,-0.9956089356378484
2,1.6698213000166108e+18,0.0070572346448898315,-0.07892570551484823,-1.0149002084413603
3,1.6698213000205117e+18,0.007604561746120453,-0.07876285072416067,-1.0317602966944421
4,1.6698213000250063e+18,0.007983297109603882,-0.07854077871888876,-1.0474309331808715
5,1.669821300028709e+18,0.008451186120510101,-0.0781555837020278,-1.0655944894475735
6,1.6698213000330353e+18,0.008700940757989883,-0.07777983602136374,-1.082387426880563
7,1.6698213000372943e+18,0.00912027433514595,-0.0775783946737647,-1.0985715687187758
8,1.6698213000415857e+18,0.009445976465940475,-0.07737076189368963,-1.1146936725730514
9,1.6698213000455473e+18,0.00982847809791565,-0.07709525432437658,-1.1315691667747347
10,1.6698213000500275e+18,0.010230939835309982,-0.07684466149657965,-1.1493601251579466
11,1.6698213000539912e+18,0.010665997862815857,-0.07662310358136892,-1.167537172104872
12,1.669821300058105e+18,0.0108652263879776,-0.07625874783843756,-1.1861753129592525
13,1.6698213000617649e+18,0.011213164776563644,-0.07598426472395658,-1.2035453513885632
14,1.6698213000657615e+18,0.011760793626308441,-0.0757243437692523,-1.220903720540551
15,1.6698213000701455e+18,0.012247998267412186,-0.07551370095461607,-1.2369594860154467
16,1.6698213000750543e+18,0.012876801192760468,-0.07527615781873465,-1.257755301533808
17,1.669821300078761e+18,0.013105042278766632,-0.07499407138675451,-1.2744192579503875
18,1.6698213000832415e+18,0.013109348714351654,-0.07470885571092367,-1.292898272124721
19,1.6698213000870817e+18,0.013479292392730713,-0.07432790752500296,-1.310695116692742
20,1.6698213000916332e+18,0.013798646628856659,-0.07401865255087614,-1.3299587214118744
21,1.6698213000954703e+18,0.014099977910518646,-0.07380093168467283,-1.3492791502311687
22,1.6698213000989578e+18,0.014294110238552094,-0.07361031230539083,-1.3658481840069716
23,1.6698213001037286e+18,0.014909185469150543,-0.07327411975711584,-1.3822438462318547
24,1.6698213001079462e+18,0.015228793025016785,-0.07276066672056913,-1.3978313384661976
25,1.6698213001122936e+18,0.015590764582157135,-0.0725456615909934,-1.4139884949017463
26,1.6698213001162324e+18,0.0160391703248024,-0.07245718222111464,-1.431870335368775
27,1.6698213001208934e+18,0.016223669052124023,-0.07199645321816206,-1.448485525005282
28,1.6698213001244052e+18,0.0167577862739563,-0.07185813691467047,-1.465583562579381
29,1.669821300128827e+18,0.017224416136741638,-0.07140619214624166,-1.4787151219067605
30,1.6698213001328259e+18,0.01764630526304245,-0.07143432181328535,-1.4950630132563698
31,1.6698213001379533e+18,0.01801227033138275,-0.07125005777925253,-1.509411263228729
32,1.6698213001414077e+18,0.018409758806228638,-0.07114667724817991,-1.5245232544032932
33,1.6698213001454866e+18,0.018727608025074005,-0.07118948083370924,-1.537426948800976
34,1.6698213001494285e+18,0.019083522260189056,-0.07112318184226751,-1.5480808494019596
35,1.6698213001533376e+18,0.01948092132806778,-0.07095942925661802,-1.5615702293873612
36,1.669821300157575e+18,0.0197417214512825,-0.07084938045591116,-1.5741502572798838
37,1.669821300161837e+18,0.02009408175945282,-0.07085720356553793,-1.5866347168686876
38,1.669821300166259e+18,0.02029234915971756,-0.07049910631030798,-1.59956215938212
39,1.6698213001706573e+18,0.020708955824375153,-0.0705581633374095,-1.6147180705399784
40,1.669821300179309e+18,0.020865008234977722,-0.07033806946128607,-1.6273937796119353
41,1.6698213001796047e+18,0.02120024710893631,-0.07021184917539358,-1.6400304453685133
42,1.6698213001826708e+18,0.02158667892217636,-0.0700991926714778,-1.653527464452553
43,1.6698213001869105e+18,0.021878957748413086,-0.06978643592447042,-1.6683461186396464
44,1.669821300190932e+18,0.022198669612407684,-0.06969150435179472,-1.6785923528524864
45,1.669821300195209e+18,0.022447355091571808,-0.0696048280224204,-1.6877832854619008
46,1.6698213002000102e+18,0.02259514480829239,-0.06948836054652929,-1.69686637560908
47,1.669821300203906e+18,0.02304758131504059,-0.06953237857669592,-1.702678857037354
48,1.669821300208153e+18,0.02325405925512314,-0.06934999581426382,-1.711263248560252
