,time,ddx,ddy,ddtheta
0,1.6698213000056983e+18,-0.30657185583056124,-0.1724466689046907,-4.015104190659278
1,1.669821300016826e+18,-0.30657185583056124,-0.1724466689046907,-4.0800873043844605
2,1.669821300031236e+18,-0.2682503738517411,-0.19160740989410077,-4.1344174486464995
3,1.669821300037986e+18,-0.2682503738517411,-0.19160740989410077,-4.162115169250676
4,1.6698213000452572e+18,-0.24908963286233102,-0.19160740989410077,-4.206857640995884
5,1.6698213000561444e+18,-0.28741111484115117,-0.1724466689046907,-4.277167239452639
6,1.669821300065735e+18,-0.28741111484115117,-0.1724466689046907,-4.330432086768364
7,1.6698213000793446e+18,-0.30657185583056124,-0.13412518692587055,-4.284624318076841
8,1.6698213000852808e+18,-0.32573259681997135,-0.13412518692587055,-4.319779117305219
9,1.6698213001010598e+18,-0.28741111484115117,-0.13412518692587055,-4.291016099754729
10,1.66982130010759e+18,-0.15328592791528062,-0.13412518692587055,-4.064107850189743
11,1.6698213001149937e+18,0.019160740989410077,-0.13412518692587055,-3.94905577998778
12,1.6698213001293266e+18,0.24908963286233102,-0.13412518692587055,-3.707233373174393
13,1.669821300135886e+18,0.47901852473525197,-0.11496444593646046,-3.5240022984083024
14,1.6698213001462935e+18,0.6514651936399427,-0.13412518692587055,-3.313073503038035
15,1.6698213001554824e+18,0.6897866756187628,-0.13412518692587055,-3.1980214328360717
16,1.6698213001654323e+18,0.6706259346293527,-0.13412518692587055,-3.077642877902535
17,1.6698213001766354e+18,0.6131437116611225,-0.09580370494705039,-2.9636561046468852
18,1.6698213001850294e+18,0.6323044526505326,-0.038321481978820154,-2.8486040344449215
19,1.6698213001946322e+18,0.6323044526505326,0.019160740989410077,-2.366024517764462
20,1.669821300203898e+18,0.6514651936399427,0.07664296395764031,-1.9399057392386696
21,1.6698213002158546e+18,0.7472688985869931,0.09580370494705039,-1.3262946981615285
22,1.669821300226534e+18,0.8813940855128636,0.15328592791528062,-0.6540923250370911
23,1.6698213002362696e+18,0.977197790459914,0.19160740989410077,0.12144385187985081
24,1.669821300248334e+18,1.0921622363963746,0.19160740989410077,0.8799352776557612
25,1.6698213002552433e+18,1.1688052003540148,0.15328592791528062,1.511656366820248
26,1.6698213002691937e+18,1.2071266823328348,0.13412518692587055,2.232862399475152
27,1.6698213002763523e+18,1.1688052003540148,0.11496444593646046,2.883758833673299
28,1.6698213002860805e+18,1.1496444593646047,0.13412518692587055,3.189499057265555
29,1.6698213002956564e+18,1.1304837183751946,0.19160740989410077,3.532524673978818
30,1.6698213003115978e+18,1.0346800134281442,0.28741111484115117,3.7509105479732865
31,1.6698213003132452e+18,0.9005548265022737,0.3640540787987915,3.904313308242572
32,1.6698213003239918e+18,0.7472688985869931,0.40237556077761166,4.1770293264990785
33,1.669821300339106e+18,0.32573259681997135,0.38321481978820154,4.562666821064921
34,1.669821300349824e+18,-0.09580370494705039,0.3640540787987915,4.849231699623516
35,1.6698213003615194e+18,-0.5365007477034822,0.3640540787987915,4.8822559049592655
36,1.6698213003682284e+18,-0.8047511215552233,0.28741111484115117,5.303048198753485
37,1.6698213003747448e+18,-0.8430726035340435,0.21076815088351086,5.48734457046589
38,1.6698213003862052e+18,-0.7089474166081728,0.1724466689046907,5.533152339157413
39,1.6698213004043333e+18,-0.5556614886928922,0.15328592791528062,5.7185140078161325
40,1.6698213004050696e+18,-0.49817926572466203,0.1724466689046907,5.79628068489709
