,time,ddx,ddy,ddtheta
0,1.6705012602607747e+18,0.13412518692587055,-0.7664296395764031,0.0830931618125295
1,1.6705012602728476e+18,0.11496444593646046,-0.6514651936399427,0.1225091488261653
2,1.6705012602851164e+18,0.09580370494705039,-0.5939829706717125,0.14488038469876938
3,1.6705012602992056e+18,0.038321481978820154,-0.6514651936399427,0.12037855493353633
4,1.6705012603147492e+18,-0.07664296395764031,-0.8430726035340435,0.07030959845675573
5,1.67050126032269e+18,-0.19160740989410077,-0.9963585314493241,0.04367717479889371
6,1.670501260340841e+18,-0.1724466689046907,-1.0346800134281442,0.03195890838943442
7,1.6705012603517028e+18,-0.038321481978820154,-0.9388763084810938,0.026632423657862017
8,1.6705012603699023e+18,0.11496444593646046,-0.8047511215552233,0.024501829765233057
9,1.6705012603956175e+18,0.15328592791528062,-0.7855903805658132,0.023436532818918575
10,1.670501260395646e+18,0.15328592791528062,-0.7664296395764031,0.022371235872604096
11,1.6705012604026358e+18,0.15328592791528062,-0.728108157597583,0.038350690067321315
12,1.6705012604145533e+18,0.15328592791528062,-0.6897866756187628,0.06391781677886885
13,1.6705012604276726e+18,0.15328592791528062,-0.6514651936399427,0.09587672516830327
14,1.6705012604399537e+18,0.15328592791528062,-0.6706259346293527,0.10439910073881911
15,1.6705012604524956e+18,0.13412518692587055,-0.7089474166081728,0.10120320989987568
16,1.6705012604712865e+18,0.11496444593646046,-0.7664296395764031,0.09800731906093223
17,1.6705012604797112e+18,0.07664296395764031,-0.7855903805658132,0.09907261600724672
18,1.6705012604938092e+18,0.05748222296823023,-0.7855903805658132,0.10013791295356118
19,1.6705012605036088e+18,0.05748222296823023,-0.7664296395764031,0.10013791295356118
20,1.6705012605161946e+18,0.038321481978820154,-0.7855903805658132,0.07244019234938469
21,1.6705012605291223e+18,-0.038321481978820154,-0.8430726035340435,0.05006895647678059
22,1.6705012605416092e+18,-0.13412518692587055,-0.8622333445234536,0.038350690067321315
23,1.6705012605648876e+18,-0.22992889187292093,-0.8813940855128636,0.018110048087346172
24,1.6705012605727588e+18,-0.30657185583056124,-0.8813940855128636,-0.0010652969463144806
25,1.670501260582114e+18,-0.30657185583056124,-0.8813940855128636,-0.018110048087346172
26,1.6705012605932733e+18,-0.13412518692587055,-0.8813940855128636,-0.01704475114103169
27,1.6705012606064653e+18,0.1724466689046907,-0.8430726035340435,0.0
28,1.670501260622387e+18,0.4406970427564318,-0.8047511215552233,0.005326484731572404
