,time,motor_a_1,motor_a_2,motor_b_1,motor_b_2,motor_c_1,motor_c_2
0,1.6698233952479757e+18,0.0,0.21605469286441803,0.4021669924259186,0.0,0.0,0.5863851308822632
1,1.6698233952480484e+18,0.0,0.18336451053619385,0.3319832980632782,0.0,0.0,0.44217461347579956
2,1.6698233952554248e+18,0.0,0.16924884915351868,0.29093900322914124,0.0,0.0,0.37004512548446655
3,1.6698233952655823e+18,0.0,0.1550126075744629,0.2651998996734619,0.0,0.0,0.3263669013977051
4,1.6698233952765245e+18,0.0,0.31675654649734497,0.3568915128707886,0.0,0.0,0.1739589422941208
5,1.6698233952871636e+18,0.0,0.2821637988090515,0.31632375717163086,0.0,0.0,0.16737188398838043
6,1.6698233952969472e+18,0.0,0.2604653537273407,0.28434932231903076,0.0,0.0,0.16422565281391144
7,1.669823395306483e+18,0.0,0.24095936119556427,0.2588156461715698,0.0,0.0,0.15852464735507965
8,1.6698233953164723e+18,0.0,0.22787392139434814,0.2364177107810974,0.0,0.0,0.15226641297340393
9,1.669823395326888e+18,0.2456657737493515,0.0,0.0,0.6197304725646973,0.6451534628868103,0.0
10,1.6698233953363459e+18,0.2062375843524933,0.0,0.0,0.5124174952507019,0.5149856805801392,0.0
11,1.669823395346369e+18,0.16766321659088135,0.0,0.0,0.4259369671344757,0.4062819480895996,0.0
12,1.6698233953564047e+18,0.1361963152885437,0.0,0.0,0.3586675822734833,0.3296552896499634,0.0
13,1.6698233953666337e+18,0.11123960465192795,0.0,0.0,0.30564767122268677,0.27719730138778687,0.0
14,1.66982339537754e+18,0.0,0.14132341742515564,0.0,0.10763436555862427,0.3047139048576355,0.0
15,1.6698233953876196e+18,0.0,0.14650283753871918,0.0,0.09109271317720413,0.27030694484710693,0.0
16,1.6698233953963405e+18,0.0,0.14145880937576294,0.0,0.10191116482019424,0.2375313937664032,0.0
17,1.6698233954064415e+18,0.0,0.13453838229179382,0.0,0.1075078472495079,0.21621200442314148,0.0
18,1.6698233954164055e+18,0.0,0.13248413801193237,0.0,0.12446297705173492,0.19781628251075745,0.0
19,1.6698233954263076e+18,0.0,0.06816104054450989,0.4150121212005615,0.0,0.0,0.08299367129802704
20,1.669823395436336e+18,0.0,0.07412993907928467,0.32023295760154724,0.0,0.0,0.07232744991779327
21,1.6698233954450831e+18,0.0,0.08544426411390305,0.24463672935962677,0.0,0.0,0.06649138033390045
22,1.6698233954549896e+18,0.0,0.09199832379817963,0.1964983493089676,0.0,0.0,0.05613407492637634
23,1.669823395465436e+18,0.0,0.09998790919780731,0.15828923881053925,0.0,0.0,0.04238565266132355
24,1.6698233954750405e+18,0.0,0.47838646173477173,0.0,0.5405435562133789,0.11181454360485077,0.0
25,1.6698233954862282e+18,0.0,0.4037380814552307,0.0,0.4466784596443176,0.11928148567676544,0.0
26,1.6698233954965048e+18,0.0,0.3559909760951996,0.0,0.3842293620109558,0.1182449609041214,0.0
27,1.6698233955077755e+18,0.0,0.32005390524864197,0.0,0.3316424787044525,0.11674134433269501,0.0
28,1.669823395517847e+18,0.41685599088668823,0.0,0.40116092562675476,0.0,0.0,0.4472391903400421
29,1.6698233955278295e+18,0.39346885681152344,0.0,0.37401244044303894,0.0,0.0,0.41332340240478516
30,1.6698233955371238e+18,0.30611953139305115,0.0,0.2866324782371521,0.0,0.0,0.3310054838657379
31,1.6698233955470364e+18,0.25620195269584656,0.0,0.25629886984825134,0.0,0.0,0.2821219265460968
32,1.669823395556848e+18,0.18584556877613068,0.0,0.19089137017726898,0.0,0.0,0.22788006067276
33,1.669823395566896e+18,0.0,0.3599087595939636,0.0,0.6067509651184082,0.17253699898719788,0.0
34,1.6698233955773683e+18,0.0,0.3143728971481323,0.0,0.5030024647712708,0.15769360959529877,0.0
35,1.6698233955881718e+18,0.0,0.2713853120803833,0.0,0.4022926688194275,0.14424917101860046,0.0
36,1.6698233955960643e+18,0.0,0.24681884050369263,0.0,0.33201444149017334,0.13412883877754211,0.0
37,1.6698233956053542e+18,0.0,0.22671295702457428,0.0,0.2860247492790222,0.1230604276061058,0.0
