,time,ddx,ddy,ddtheta
0,1.6698228225937068e+18,0.07664296395764031,-2.0501992858668783,1.1515859989659538
1,1.6698228226035694e+18,0.11496444593646046,-2.5292178106021304,1.10790882416706
2,1.669822822617091e+18,0.13412518692587055,-3.142361522263253,1.054643976851336
3,1.6698228226253194e+18,0.13412518692587055,-3.391451155125584,1.1004517455428584
4,1.6698228226383163e+18,0.19160740989410077,-3.5447370830408644,1.1036476363818022
5,1.6698228226436593e+18,0.38321481978820154,-3.5830585650196847,1.130280060039664
6,1.669822822654645e+18,0.6706259346293527,-3.487254860072634,1.1206923875228338
7,1.669822822662617e+18,0.8622333445234536,-3.372290414136174,1.1601083745364695
8,1.6698228226739927e+18,0.977197790459914,-3.0848792992950225,1.0035097234282409
9,1.6698228226839726e+18,1.0730014954069644,-2.739985961485641,1.0929946669186572
10,1.6698228226948104e+18,1.015519272438734,-2.260967436750389,0.786189146380087
11,1.6698228227031334e+18,0.9963585314493241,-1.8011096530045474,0.7670138013464262
12,1.6698228227153298e+18,0.9580370494705039,-1.1688052003540148,0.722271329601218
13,1.6698228227252605e+18,0.9580370494705039,-0.7472688985869931,0.7584914257759103
14,1.6698228227369866e+18,0.977197790459914,-0.49817926572466203,0.6775288578560097
15,1.6698228227443753e+18,0.9963585314493241,-0.28741111484115117,0.638112870842374
16,1.6698228227522783e+18,1.015519272438734,-0.21076815088351086,0.664745294500236
17,1.6698228227654917e+18,1.015519272438734,-0.2682503738517411,0.6050886655066251
18,1.6698228227723791e+18,0.9580370494705039,-0.4406970427564318,0.8149521639305778
19,1.6698228227823176e+18,0.9963585314493241,-0.728108157597583,1.0652969463144806
20,1.669822822792881e+18,1.0730014954069644,-1.0346800134281442,1.1537165928585824
21,1.6698228228035474e+18,1.1304837183751946,-1.456216315195166,1.2293526760469107
22,1.6698228228167634e+18,1.0346800134281442,-1.973556321909238,1.253854505812144
23,1.6698228228318287e+18,0.9197155674916837,-2.37593188268685,1.116431199737576
24,1.669822822841977e+18,0.7855903805658132,-2.739985961485641,1.0450563043345056
25,1.6698228228463734e+18,0.5939829706717125,-2.8741111484115116,0.8991106226894218
26,1.6698228228603753e+18,0.45985778374584185,-2.682503738517411,0.8703476051389307
27,1.6698228228649336e+18,0.4406970427564318,-2.37593188268685,0.9779425967166934
28,1.6698228228774912e+18,0.4406970427564318,-1.686145207068087,1.0929946669186572
29,1.669822822884251e+18,0.4406970427564318,-1.1113229773857844,1.128149466147035
30,1.6698228228984248e+18,0.45985778374584185,-0.5173400067140721,1.4434773622561212
31,1.6698228229031112e+18,0.49817926572466203,-0.28741111484115117,1.5617253232970287
32,1.6698228229157768e+18,0.47901852473525197,-0.19160740989410077,1.8994244552787192
33,1.6698228229237125e+18,0.45985778374584185,-0.21076815088351086,2.045370136923803
34,1.6698228229395779e+18,0.3448933378093814,-0.32573259681997135,2.0198030102122555
35,1.6698228229449293e+18,0.30657185583056124,-0.4406970427564318,2.01128063464174
36,1.6698228229530424e+18,0.21076815088351086,-0.6514651936399427,2.0357824644069726
37,1.6698228229666527e+18,0.1724466689046907,-0.9388763084810938,2.102896172024785
38,1.6698228229744317e+18,0.15328592791528062,-1.226287423322245,2.1572263162868235
39,1.6698228229825027e+18,0.11496444593646046,-1.456216315195166,1.9931705865543934
40,1.6698228229936369e+18,0.13412518692587055,-1.5903415021210365,1.863204359104027
41,1.6698228230048143e+18,0.11496444593646046,-1.456216315195166,2.1508345346089364
42,1.6698228230183754e+18,0.05748222296823023,-1.3412518692587054,2.0528272155480045
43,1.6698228230282445e+18,0.05748222296823023,-1.187965941343425,2.1082226567563573
44,1.6698228230358687e+18,0.11496444593646046,-1.1496444593646047,2.2935843254150776
45,1.669822823045919e+18,0.05748222296823023,-1.2071266823328348,2.271213089542473
46,1.669822823054519e+18,-0.019160740989410077,-1.3029303872798854,2.1753363643741697
47,1.6698228230719997e+18,-0.09580370494705039,-1.5328592791528062,2.054957809440633
48,1.6698228230751442e+18,-0.15328592791528062,-1.686145207068087,1.8930326736008323
49,1.6698228230901537e+18,-0.15328592791528062,-1.743627430036317,1.956950490379701
50,1.6698228230928215e+18,-0.13412518692587055,-1.7244666890469071,1.9228609880976377
51,1.6698228231038917e+18,-0.11496444593646046,-1.5903415021210365,1.8653349529966556
52,1.6698228231131313e+18,-0.038321481978820154,-1.5136985381633963,1.9537545995407575
53,1.6698228231253988e+18,0.0,-1.4178948332163457,2.008084743802796
54,1.669822823135256e+18,0.0,-1.3220911282692953,2.054957809440633
55,1.669822823142966e+18,-0.09580370494705039,-1.226287423322245,1.9771911323596763
56,1.6698228231609556e+18,-0.2682503738517411,-1.187965941343425,1.8237883720903911
57,1.66982282316412e+18,-0.47901852473525197,-1.1496444593646047,1.5361581965854811
58,1.6698228231722698e+18,-0.5173400067140721,-1.1688052003540148,1.6938221446400246
59,1.6698228231898765e+18,-0.5939829706717125,-1.2071266823328348,1.579835371384375
60,1.6698228231936195e+18,-0.5556614886928922,-1.2837696462904753,1.2847481172552637
61,1.6698228232077962e+18,-0.40237556077761166,-1.3795733512375257,1.3731677637993656
62,1.6698228232200026e+18,-0.2682503738517411,-1.475377056184576,1.2858134142015782
63,1.6698228232254881e+18,-0.2682503738517411,-1.4945377971739862,0.9800731906093224
64,1.6698228232371825e+18,-0.3640540787987915,-1.5136985381633963,0.8533028539978991
65,1.6698228232463386e+18,-0.5556614886928922,-1.5328592791528062,0.387768088458471
66,1.669822823255976e+18,-0.9388763084810938,-1.5136985381633963,-0.09907261600724672
67,1.6698228232644718e+18,-1.245448164311655,-1.4945377971739862,-0.5379749578888128
68,1.669822823277241e+18,-1.6669844660786768,-1.5328592791528062,-1.1846102043017026
69,1.6698228232842276e+18,-1.935234839930418,-1.705305948057497,-1.5883577469548908
70,1.669822823300209e+18,-2.0693600268562884,-1.9927170628986481,-1.8781185163524292
71,1.669822823306453e+18,-2.0885207678456985,-2.146002990813929,-2.2019687880320316
72,1.6698228233137628e+18,-1.8777526169621876,-2.0885207678456985,-2.3084984826634796
73,1.6698228233235676e+18,-1.475377056184576,-1.8969133579515978,-2.4927948543758847
74,1.6698228233351695e+18,-0.9005548265022737,-1.3029303872798854,-2.2903884345761334
75,1.6698228233468605e+18,-0.49817926572466203,-0.9005548265022737,-2.223274726958321
